id_krs,id_mhs,id_mk,id_ta,id_dosen,tanggal_krs,status_krs
207,6,47,4,86,2021-02-04,Disetujui
208,6,55,4,55,2021-02-08,Disetujui
209,6,57,4,38,2021-02-08,Disetujui
210,6,59,4,65,2021-02-14,Disetujui
211,6,50,4,81,2021-02-15,Disetujui
212,6,52,5,81,2022-08-20,Disetujui
213,6,57,5,65,2022-08-07,Disetujui
214,6,53,5,92,2022-08-11,Disetujui
215,6,58,5,99,2022-08-13,Disetujui
216,6,48,5,68,2022-08-05,Disetujui
217,6,56,6,68,2022-02-13,Disetujui
218,6,52,6,55,2022-02-13,Disetujui
219,6,48,6,3,2022-02-19,Disetujui
220,6,59,6,86,2022-02-01,Disetujui
221,6,49,6,81,2022-02-01,Disetujui
222,6,60,6,81,2022-02-03,Disetujui
223,6,51,6,65,2022-02-12,Disetujui
224,6,48,7,99,2023-08-17,Disetujui
225,6,49,7,81,2023-08-12,Disetujui
226,6,55,7,38,2023-08-03,Disetujui
227,6,56,7,65,2023-08-03,Disetujui
228,6,54,7,38,2023-08-10,Disetujui
229,6,49,8,8,2023-02-08,Disetujui
230,6,52,8,99,2023-02-06,Disetujui
231,6,50,8,81,2023-02-06,Disetujui
232,6,48,8,55,2023-02-20,Disetujui
233,6,54,8,8,2023-02-09,Disetujui
234,7,144,1,74,2020-08-06,Disetujui
235,7,148,1,43,2020-08-09,Disetujui
236,7,141,1,74,2020-08-02,Disetujui
237,7,147,1,61,2020-08-05,Disetujui
238,7,138,1,74,2020-08-12,Disetujui
239,7,146,1,43,2020-08-15,Disetujui
240,7,138,2,61,2020-02-05,Disetujui
241,7,146,2,61,2020-02-13,Disetujui
242,7,145,2,74,2020-02-15,Disetujui
243,7,136,2,56,2020-02-20,Disetujui
244,7,137,2,61,2020-02-09,Disetujui
245,7,149,3,56,2021-08-04,Disetujui
246,7,143,3,61,2021-08-10,Disetujui
247,7,138,3,43,2021-08-01,Disetujui
248,7,136,3,43,2021-08-15,Disetujui
249,7,139,3,43,2021-08-10,Disetujui
250,7,137,3,43,2021-08-15,Disetujui
251,7,141,3,61,2021-08-12,Disetujui
252,7,136,4,56,2021-02-02,Disetujui
253,7,139,4,61,2021-02-03,Disetujui
254,7,138,4,74,2021-02-18,Disetujui
255,7,146,4,61,2021-02-03,Disetujui
256,7,137,4,74,2021-02-06,Disetujui
257,7,140,4,74,2021-02-09,Disetujui
258,7,144,5,56,2022-08-20,Disetujui
259,7,141,5,74,2022-08-19,Disetujui
260,7,136,5,61,2022-08-14,Disetujui
261,7,143,5,74,2022-08-19,Disetujui
262,7,142,5,43,2022-08-13,Disetujui
263,7,149,5,56,2022-08-05,Disetujui
264,7,147,5,25,2022-08-20,Disetujui
265,7,136,6,61,2022-02-19,Disetujui
266,7,140,6,43,2022-02-14,Disetujui
267,7,150,6,43,2022-02-01,Disetujui
268,7,138,6,25,2022-02-09,Disetujui
269,7,139,6,43,2022-02-15,Disetujui
270,7,143,7,61,2023-08-09,Disetujui
271,7,137,7,56,2023-08-11,Disetujui
272,7,149,7,74,2023-08-17,Disetujui
273,7,146,7,43,2023-08-08,Disetujui
274,7,150,7,56,2023-08-11,Disetujui
275,7,141,7,61,2023-08-02,Disetujui
276,7,145,7,56,2023-08-04,Disetujui
277,8,113,1,95,2020-08-12,Disetujui
278,8,108,1,83,2020-08-10,Disetujui
279,8,107,1,87,2020-08-03,Disetujui
280,8,117,1,9,2020-08-14,Disetujui
281,8,114,1,84,2020-08-16,Disetujui
282,8,107,2,75,2020-02-13,Disetujui
283,8,110,2,75,2020-02-20,Disetujui
284,8,109,2,83,2020-02-19,Disetujui
285,8,113,2,27,2020-02-03,Disetujui
286,8,117,2,95,2020-02-14,Disetujui
287,8,112,2,39,2020-02-02,Disetujui
288,8,110,3,83,2021-08-19,Disetujui
289,8,119,3,78,2021-08-11,Disetujui
290,8,111,3,27,2021-08-02,Disetujui
291,8,116,3,75,2021-08-06,Disetujui
292,8,117,3,87,2021-08-04,Disetujui
293,8,107,4,78,2021-02-06,Disetujui
294,8,119,4,27,2021-02-16,Disetujui
295,8,115,4,9,2021-02-13,Disetujui
296,8,110,4,87,2021-02-15,Disetujui
297,8,108,4,78,2021-02-13,Disetujui
298,8,120,4,78,2021-02-11,Disetujui
299,8,113,4,39,2021-02-02,Disetujui
300,9,167,5,36,2022-08-11,Disetujui
301,9,173,5,69,2022-08-14,Disetujui
302,9,168,5,36,2022-08-07,Disetujui
303,9,178,5,48,2022-08-06,Disetujui
304,9,180,5,2,2022-08-02,Disetujui
305,9,168,6,48,2022-02-15,Disetujui
306,9,179,6,57,2022-02-11,Disetujui
307,9,173,6,26,2022-02-01,Disetujui
308,9,178,6,36,2022-02-14,Disetujui
309,9,176,6,48,2022-02-05,Disetujui
310,9,172,6,69,2022-02-09,Disetujui
311,10,28,7,97,2023-08-20,Disetujui
312,10,16,7,54,2023-08-17,Disetujui
313,10,26,7,76,2023-08-17,Disetujui
314,10,21,7,70,2023-08-19,Disetujui
315,10,27,7,46,2023-08-02,Disetujui
316,10,20,8,6,2023-02-14,Disetujui
317,10,24,8,16,2023-02-16,Disetujui
318,10,28,8,54,2023-02-20,Disetujui
319,10,23,8,100,2023-02-19,Disetujui
320,10,16,8,76,2023-02-02,Disetujui
321,10,30,8,71,2023-02-09,Disetujui
322,10,21,8,31,2023-02-02,Disetujui
323,10,22,9,97,2024-08-09,Disetujui
324,10,16,9,46,2024-08-01,Disetujui
325,10,30,9,97,2024-08-10,Disetujui
326,10,29,9,54,2024-08-19,Disetujui
327,10,17,9,40,2024-08-04,Disetujui
328,11,57,7,81,2023-08-03,Disetujui
329,11,51,7,86,2023-08-01,Disetujui
330,11,48,7,65,2023-08-06,Disetujui
331,11,54,7,81,2023-08-06,Disetujui
332,11,56,7,38,2023-08-12,Disetujui
333,11,49,7,65,2023-08-18,Disetujui
334,11,46,7,8,2023-08-05,Disetujui
335,11,49,8,8,2023-02-15,Disetujui
336,11,47,8,92,2023-02-15,Disetujui
337,11,58,8,99,2023-02-09,Disetujui
338,11,50,8,8,2023-02-12,Disetujui
339,11,48,8,92,2023-02-09,Disetujui
340,11,58,9,68,2024-08-06,Disetujui
341,11,60,9,55,2024-08-16,Disetujui
342,11,59,9,68,2024-08-01,Disetujui
343,11,47,9,81,2024-08-04,Disetujui
344,11,57,9,81,2024-08-07,Disetujui
345,11,48,9,86,2024-08-19,Disetujui
346,11,55,9,55,2024-08-16,Disetujui
347,12,21,1,71,2020-08-12,Disetujui
348,12,19,1,42,2020-08-11,Disetujui
349,12,16,1,42,2020-08-15,Disetujui
350,12,28,1,71,2020-08-17,Disetujui
351,12,23,1,20,2020-08-16,Disetujui
352,12,29,1,80,2020-08-11,Disetujui
353,12,27,1,97,2020-08-11,Disetujui
354,12,20,2,80,2020-02-09,Disetujui
355,12,16,2,40,2020-02-11,Disetujui
356,12,17,2,70,2020-02-12,Disetujui
357,12,29,2,40,2020-02-14,Disetujui
358,12,30,2,42,2020-02-06,Disetujui
359,12,18,2,70,2020-02-20,Disetujui
360,12,17,3,16,2021-08-06,Disetujui
361,12,20,3,16,2021-08-08,Disetujui
362,12,28,3,97,2021-08-18,Disetujui
363,12,21,3,16,2021-08-18,Disetujui
364,12,27,3,70,2021-08-10,Disetujui
365,12,30,4,46,2021-02-03,Disetujui
366,12,22,4,6,2021-02-05,Disetujui
367,12,28,4,71,2021-02-01,Disetujui
368,12,16,4,54,2021-02-12,Disetujui
369,12,20,4,20,2021-02-19,Disetujui
370,12,17,5,71,2022-08-04,Disetujui
371,12,21,5,31,2022-08-05,Disetujui
372,12,18,5,100,2022-08-17,Disetujui
373,12,28,5,76,2022-08-17,Disetujui
374,12,26,5,80,2022-08-07,Disetujui
375,13,145,3,56,2021-08-12,Disetujui
376,13,146,3,61,2021-08-19,Disetujui
377,13,142,3,25,2021-08-14,Disetujui
378,13,139,3,25,2021-08-04,Disetujui
379,13,144,3,56,2021-08-05,Disetujui
380,13,137,4,25,2021-02-03,Disetujui
381,13,146,4,43,2021-02-09,Disetujui
382,13,139,4,43,2021-02-04,Disetujui
383,13,138,4,25,2021-02-11,Disetujui
384,13,136,4,25,2021-02-12,Disetujui
385,13,148,4,74,2021-02-09,Disetujui
386,13,145,4,43,2021-02-07,Disetujui
387,13,149,5,25,2022-08-09,Disetujui
388,13,146,5,25,2022-08-02,Disetujui
389,13,139,5,43,2022-08-14,Disetujui
390,13,143,5,56,2022-08-09,Disetujui
391,13,147,5,61,2022-08-17,Disetujui
392,13,140,5,56,2022-08-08,Disetujui
393,13,142,5,56,2022-08-16,Disetujui
394,13,139,6,61,2022-02-08,Disetujui
395,13,143,6,43,2022-02-04,Disetujui
396,13,138,6,56,2022-02-04,Disetujui
397,13,136,6,56,2022-02-13,Disetujui
398,13,150,6,25,2022-02-08,Disetujui
399,13,149,6,43,2022-02-18,Disetujui
400,13,150,7,25,2023-08-11,Disetujui
401,13,138,7,61,2023-08-19,Disetujui
402,13,146,7,43,2023-08-04,Disetujui
403,13,143,7,61,2023-08-09,Disetujui
404,13,144,7,43,2023-08-13,Disetujui
405,13,136,7,74,2023-08-19,Disetujui
406,13,149,7,74,2023-08-07,Disetujui
407,14,83,7,23,2023-08-14,Disetujui
408,14,88,7,14,2023-08-04,Disetujui
409,14,79,7,53,2023-08-02,Disetujui
410,14,84,7,14,2023-08-04,Disetujui
411,14,81,7,66,2023-08-05,Disetujui
412,14,90,7,51,2023-08-04,Disetujui
413,14,82,8,14,2023-02-11,Disetujui
414,14,77,8,14,2023-02-09,Disetujui
415,14,80,8,23,2023-02-02,Disetujui
416,14,86,8,18,2023-02-01,Disetujui
417,14,85,8,23,2023-02-14,Disetujui
418,14,83,8,77,2023-02-19,Disetujui
419,14,79,8,12,2023-02-14,Disetujui
420,14,84,9,12,2024-08-09,Disetujui
421,14,87,9,23,2024-08-02,Disetujui
422,14,78,9,23,2024-08-07,Disetujui
423,14,76,9,66,2024-08-08,Disetujui
424,14,77,9,23,2024-08-12,Disetujui
425,14,85,9,30,2024-08-14,Disetujui
426,15,67,1,35,2020-08-14,Disetujui
427,15,61,1,35,2020-08-03,Disetujui
428,15,63,1,35,2020-08-06,Disetujui
429,15,66,1,44,2020-08-15,Disetujui
430,15,74,1,35,2020-08-15,Disetujui
431,15,69,1,90,2020-08-09,Disetujui
432,15,73,2,90,2020-02-03,Disetujui
433,15,75,2,35,2020-02-02,Disetujui
434,15,61,2,11,2020-02-18,Disetujui
435,15,64,2,35,2020-02-02,Disetujui
436,15,67,2,35,2020-02-05,Disetujui
437,15,65,2,11,2020-02-08,Disetujui
438,15,71,2,11,2020-02-09,Disetujui
439,15,61,3,35,2021-08-03,Disetujui
440,15,67,3,11,2021-08-14,Disetujui
441,15,68,3,44,2021-08-15,Disetujui
442,15,64,3,44,2021-08-01,Disetujui
443,15,63,3,11,2021-08-01,Disetujui
444,15,66,4,11,2021-02-03,Disetujui
445,15,63,4,11,2021-02-15,Disetujui
446,15,73,4,44,2021-02-02,Disetujui
447,15,72,4,11,2021-02-05,Disetujui
448,15,71,4,11,2021-02-17,Disetujui
449,16,167,1,69,2020-08-10,Disetujui
450,16,174,1,15,2020-08-05,Disetujui
451,16,168,1,2,2020-08-11,Disetujui
452,16,175,1,57,2020-08-15,Disetujui
453,16,176,1,2,2020-08-09,Disetujui
454,16,171,2,26,2020-02-13,Disetujui
455,16,167,2,57,2020-02-05,Disetujui
456,16,180,2,48,2020-02-12,Disetujui
457,16,177,2,26,2020-02-19,Disetujui
458,16,174,2,2,2020-02-16,Disetujui
459,16,170,2,57,2020-02-20,Disetujui
460,16,176,2,48,2020-02-01,Disetujui
461,16,168,3,57,2021-08-09,Disetujui
462,16,180,3,2,2021-08-09,Disetujui
463,16,167,3,26,2021-08-18,Disetujui
464,16,166,3,32,2021-08-17,Disetujui
465,16,170,3,32,2021-08-17,Disetujui
466,16,177,3,32,2021-08-05,Disetujui
467,16,178,3,57,2021-08-20,Disetujui
468,16,175,4,26,2021-02-01,Disetujui
469,16,176,4,26,2021-02-12,Disetujui
470,16,179,4,57,2021-02-07,Disetujui
471,16,178,4,36,2021-02-03,Disetujui
472,16,170,4,57,2021-02-10,Disetujui
473,16,172,4,26,2021-02-12,Disetujui
474,16,177,4,36,2021-02-02,Disetujui
475,16,176,5,32,2022-08-01,Disetujui
476,16,171,5,36,2022-08-14,Disetujui
477,16,179,5,2,2022-08-08,Disetujui
478,16,174,5,26,2022-08-09,Disetujui
479,16,180,5,69,2022-08-20,Disetujui
480,16,168,5,48,2022-08-02,Disetujui
481,16,170,5,36,2022-08-08,Disetujui
482,17,149,5,25,2022-08-13,Disetujui
483,17,144,5,25,2022-08-03,Disetujui
484,17,140,5,74,2022-08-15,Disetujui
485,17,145,5,74,2022-08-02,Disetujui
486,17,141,5,74,2022-08-03,Disetujui
487,17,138,6,25,2022-02-14,Disetujui
488,17,142,6,25,2022-02-20,Disetujui
489,17,146,6,56,2022-02-13,Disetujui
490,17,141,6,61,2022-02-18,Disetujui
491,17,139,6,25,2022-02-01,Disetujui
492,17,148,7,61,2023-08-04,Disetujui
493,17,136,7,74,2023-08-01,Disetujui
494,17,145,7,61,2023-08-16,Disetujui
495,17,137,7,74,2023-08-04,Disetujui
496,17,141,7,25,2023-08-20,Disetujui
497,18,63,1,11,2020-08-17,Disetujui
498,18,61,1,11,2020-08-18,Disetujui
499,18,62,1,90,2020-08-11,Disetujui
500,18,65,1,90,2020-08-07,Disetujui
501,18,70,1,35,2020-08-20,Disetujui
502,18,73,1,35,2020-08-15,Disetujui
503,18,62,2,35,2020-02-17,Disetujui
504,18,65,2,11,2020-02-12,Disetujui
505,18,61,2,44,2020-02-08,Disetujui
506,18,72,2,90,2020-02-02,Disetujui
507,18,74,2,35,2020-02-14,Disetujui
508,18,64,3,44,2021-08-13,Disetujui
509,18,74,3,11,2021-08-13,Disetujui
510,18,61,3,44,2021-08-07,Disetujui
511,18,69,3,35,2021-08-09,Disetujui
512,18,75,3,90,2021-08-17,Disetujui
513,18,68,4,35,2021-02-20,Disetujui
514,18,71,4,44,2021-02-10,Disetujui
515,18,75,4,35,2021-02-10,Disetujui
516,18,67,4,90,2021-02-07,Disetujui
517,18,69,4,35,2021-02-14,Disetujui
518,18,70,5,90,2022-08-01,Disetujui
519,18,72,5,44,2022-08-19,Disetujui
520,18,62,5,44,2022-08-10,Disetujui
521,18,61,5,90,2022-08-09,Disetujui
522,18,73,5,90,2022-08-20,Disetujui
523,18,66,5,44,2022-08-18,Disetujui
524,18,72,6,35,2022-02-18,Disetujui
525,18,71,6,35,2022-02-05,Disetujui
526,18,74,6,11,2022-02-17,Disetujui
527,18,68,6,35,2022-02-06,Disetujui
528,18,62,6,35,2022-02-10,Disetujui
529,18,69,6,90,2022-02-13,Disetujui
530,18,65,6,11,2022-02-14,Disetujui
531,19,33,1,10,2020-08-15,Disetujui
532,19,37,1,47,2020-08-17,Disetujui
533,19,41,1,49,2020-08-08,Disetujui
534,19,32,1,10,2020-08-10,Disetujui
535,19,38,1,60,2020-08-04,Disetujui
536,19,44,1,60,2020-08-11,Disetujui
537,19,37,2,47,2020-02-14,Disetujui
538,19,40,2,60,2020-02-19,Disetujui
539,19,43,2,10,2020-02-07,Disetujui
540,19,36,2,60,2020-02-04,Disetujui
541,19,39,2,47,2020-02-07,Disetujui
542,19,45,3,60,2021-08-18,Disetujui
543,19,43,3,49,2021-08-17,Disetujui
544,19,32,3,10,2021-08-06,Disetujui
545,19,35,3,10,2021-08-17,Disetujui
546,19,34,3,60,2021-08-03,Disetujui
547,19,42,3,60,2021-08-17,Disetujui
548,19,44,4,10,2021-02-13,Disetujui
549,19,40,4,49,2021-02-03,Disetujui
550,19,36,4,49,2021-02-02,Disetujui
551,19,31,4,47,2021-02-19,Disetujui
552,19,42,4,47,2021-02-02,Disetujui
553,19,35,5,49,2022-08-13,Disetujui
554,19,31,5,60,2022-08-05,Disetujui
555,19,38,5,60,2022-08-05,Disetujui
556,19,43,5,10,2022-08-16,Disetujui
557,19,42,5,60,2022-08-02,Disetujui
558,19,40,5,10,2022-08-09,Disetujui
559,19,39,6,47,2022-02-03,Disetujui
560,19,35,6,49,2022-02-12,Disetujui
561,19,32,6,49,2022-02-13,Disetujui
562,19,34,6,10,2022-02-15,Disetujui
563,19,42,6,47,2022-02-04,Disetujui
564,19,41,6,60,2022-02-04,Disetujui
565,19,38,6,49,2022-02-05,Disetujui
566,20,152,1,28,2020-08-10,Disetujui
567,20,154,1,22,2020-08-19,Disetujui
568,20,164,1,34,2020-08-10,Disetujui
569,20,158,1,4,2020-08-14,Disetujui
570,20,165,1,24,2020-08-15,Disetujui
571,20,159,1,4,2020-08-13,Disetujui
572,20,165,2,45,2020-02-06,Disetujui
573,20,158,2,22,2020-02-03,Disetujui
574,20,162,2,50,2020-02-18,Disetujui
575,20,164,2,24,2020-02-09,Disetujui
576,20,161,2,22,2020-02-19,Disetujui
577,20,163,3,85,2021-08-14,Disetujui
578,20,162,3,45,2021-08-08,Disetujui
579,20,161,3,22,2021-08-18,Disetujui
580,20,160,3,1,2021-08-11,Disetujui
581,20,158,3,72,2021-08-01,Disetujui
582,20,154,3,45,2021-08-14,Disetujui
583,20,158,4,41,2021-02-08,Disetujui
584,20,165,4,85,2021-02-05,Disetujui
585,20,162,4,85,2021-02-01,Disetujui
586,20,151,4,59,2021-02-06,Disetujui
587,20,157,4,33,2021-02-06,Disetujui
588,20,156,5,59,2022-08-09,Disetujui
589,20,151,5,4,2022-08-17,Disetujui
590,20,163,5,4,2022-08-19,Disetujui
591,20,165,5,41,2022-08-20,Disetujui
592,20,159,5,45,2022-08-09,Disetujui
593,20,158,5,45,2022-08-10,Disetujui
594,20,152,5,22,2022-08-05,Disetujui
595,21,115,1,95,2020-08-14,Disetujui
596,21,117,1,78,2020-08-17,Disetujui
597,21,119,1,78,2020-08-20,Disetujui
598,21,109,1,95,2020-08-18,Disetujui
599,21,116,1,78,2020-08-12,Disetujui
600,21,118,2,27,2020-02-12,Disetujui
601,21,120,2,95,2020-02-13,Disetujui
602,21,106,2,95,2020-02-06,Disetujui
603,21,117,2,78,2020-02-13,Disetujui
604,21,116,2,27,2020-02-15,Disetujui
605,21,113,2,84,2020-02-18,Disetujui
